house_name,house_location,house_status,house_price,price_unit
宝华桃李春风,[ 南京周边 句容 ] 宝华山森林公园北门,待售,14788,元/m²
碧桂园中央公园,"[ 南京周边 句容 ] 华阳北路,近北环路",在售,13000,元/㎡
融创玖溪桃花源,"[ 江宁 横溪 ] 337省道,近417县道",在售,28500,元/㎡
香江黄金时代,[ 南京周边 其他 ] 来安县汊河新城104国道与长江路交汇处,在售,9300,元/㎡
中骏四季阳光,"[ 南京周边 句容 ] 华阳西路,近世贸路",在售,10700,元/㎡起
南京高淳宝龙广场,[ 高淳 高淳 ] 凤山路与学山北路交界处,在售,10506,元/㎡
百里峯景,[ 南京周边 句容 ] 仙林东路2号,在售,14000,元/㎡
万江共和新城,[ 浦口 桥北 ] 浦珠北路139号,在售,22908,元/㎡
建发紫悦广场,价格,在售,24000,元/㎡
中海滨江U-LIVE,[ 鼓楼 鼓楼滨江 ] 鼓楼核心 小桃园西 新兴路与复兴街交,在售,28000,元/㎡
电建地产·洺悦府,[ 栖霞 燕子矶 ] 迈尧路611号,在售,21871,元/㎡起
朗诗万都玲珑樾,[ 南京周边 句容 ] 仙林东路88号,在售,14000,元/㎡起
万科安品園舍,[ 秦淮 夫子庙 ] 安品街86号,在售,2800,万元/套起
花样年花样城,[ 高淳 高淳 ] 双高路,在售,8300,元/㎡
皖投碧湖云溪,[ 南京周边 滁州 ] 南谯区洪武东路与滁宁大道交汇处,在售,6977,元/㎡
万科金域江湾,[ 南京周边 其他 ] 港中路与扬子江路交汇处,在售,8500,元/㎡
明发珍珠泉9号,[ 浦口 老山珍珠泉 ] 珍珠街178-1号,在售,500,万元/套起
碧桂园江南世家,"[ 南京周边 句容 ] 石狮路,近宁杭北路",在售,11000,元/㎡
尚峰尚水,[ 浦口 老山珍珠泉 ] 林庄路,在售,350,万元/套起
滁州正荣府,[ 南京周边 滁州 ] 醉翁东路与阳明南路交汇处（城南湿地公...,在售,9300,元/㎡
溧水万达广场,[ 溧水 溧水 ] 仪凤南路70号,待售,9500,元/㎡
中交荣域,[ 高淳 高淳 ] 凤山西路和丹阳湖北路交界处,在售,8108,元/㎡起
扬子江金茂悦,[ 浦口 江浦街道 ] 江北核心区七里河大街与横江大道交汇处,待售,23203,元/m²
万科和昌金域东方,[ 江宁 淳化 ] 梨树园路9号,在售,23754,元/㎡
万科金域国际,[ 江宁 东山 ] 南京市江宁区同夏路24号,在售,28000,元/㎡
复地宴南都,[ 秦淮 卡子门 ] 汇景北路,待售,33366,元/m²
绿地缤纷荟项目,[ 江宁 滨江 ] 滨江开发区地秀路与锦文路交汇,在售,31432,元/㎡
银城荟见未来,[ 溧水 溧水 ] 空港·会展小镇·s7号线空港新城溧水站,待售,11214,元/m²
碧桂园龙山源著,[ 南京周边 句容 ] 恒通路,在售,15000,元/㎡
旭辉银城江山御,[ 江宁 汤山 ] 汤泉路以西、若水路以南地块,在售,20800,元/㎡
嘉华嘉誉山,[ 栖霞 迈皋桥 ] 兴贤路19号,在售,28475,元/㎡起
景枫你山,[ 江宁 大学城 ] 弘景大道3888号,待售,21100,元/m²
新城樾府,"[ 南京周边 句容 ] 贾纪山路,近高骊山路",在售,11500,元/㎡
明发碧桂园桃源观澜,[ 南京周边 滁州 ] 全椒县纬五路与经二路交叉口向南200米,在售,5800,元/㎡
富力星光里,[ 雨花台 板桥 ] 新湖大道与华兴路交汇处（新城七期地块...,在售,18000,元/㎡
句容吾悦广场,[ 南京周边 句容 ] 宁航南路99号（客运总站斜对面）,在售,9000,元/㎡起
香江状元府,[ 南京周边 其他 ] 京口区学府路与桓王路交汇处,在售,9800,元/㎡
弘阳禹洲时光春晓,[ 江宁 淳化 ] 采文路,在售,23000,元/㎡
金象朗诗红树林,[ 浦口 桥北 ] 江山路6号,待售,22000,元/㎡
远洋万和上宁府,[ 南京周边 滁州 ] 汊河新区隆兴路2号,在售,9000,元/㎡
弘阳时光山湖,[ 六合 金牛湖 ] S8地铁八百桥站,在售,9890,元/㎡起
金地格林Line,[ 南京周边 句容 ] 宝华镇宝龙大道与环山河交界处,在售,11000,元/㎡
卓越浅水湾,[ 高淳 高淳 ] 淳溪镇湖滨大道与戴村路交汇处,在售,10996,元/㎡
康缘养生谷,[ 南京周边 句容 ] 茅山湖东南侧、茅山大道西侧,在售,250,万元/套起
恒大翡翠华庭,[ 玄武 红山 ] 华飞路1号,在售,31650,元/㎡
银城君颐东方,[ 栖霞 马群 ] 马群街169号,在售,49000,元/㎡
