house_name,house_location,house_status,house_price,price_unit
铁投牧山溪岸,[ 新津 新津 ] 花源镇杨柳河畔（杨柳河东侧、花源镇柳...,待售,11022,元/m²
宏润达上城二期,[ 崇州 崇州 ] 四川省成都市崇州市阳欣巷9号,待售,10388,元/m²
西派泊玥,[ 成华 龙潭寺 ] 湖秀二路37号,待售,14750,元/m²
中国青城国际颐养中心,[ 崇州 崇州 ] 天顺村三街路南侧,在售,11000,元/㎡起
华府悦璟,[ 双流 华阳 ] 双华路四段,待售,15233,元/m²
北辰天麓御府,[ 双流 新双楠 ] 双流万达旁,待售,10560,元/m²
港中旅海泉湾,[ 金堂 金堂 ] 官仓镇白马湖旁,待售,13000,元/㎡
电建地产洺悦玺,[ 金牛 国宾 ] 金粮路338号,待售,16000,元/m²
奥山成都澎湃城奥山府,[ 成华 龙潭寺 ] 东三环成南立交东侧,待售,14750,元/m²
四川煤田天府龙城,[ 天府新区 眉山 ] 彭山青龙镇建设路,待售,17017,元/m²
碧桂园锦熙府,[ 郫都 犀浦 ] 郫都区金牛大道与国宁东路交汇处,待售,17218,元/m²
和雅嘉御,[ 高新 创业路 ] 永丰路7号,在售,24000,元/㎡起
仁美熙和府,[ 高新 中和 ] 康和西一街110号,待售,12750,元/m²
春天里,[ 新都 新都 ] 新都区军屯镇食品路68号,在售,5500,元/㎡
保利都汇小户,[ 新都 大丰镇 ] 北新大道与大天路交汇处,在售,8623,元/㎡起
辰兴锦城国际,[ 彭州 彭州 ] 泰安北路777号,待售,9767,元/m²
成都蜀都万达广场,[ 郫都 郫县 ] 望丛东路347号,在售,7600,元/㎡起
华润置地自在域,[ 锦江 三圣乡 ] 成龙大道西段与喜树街交汇处,待售,30000,元/m²
鲁能城商办,[ 成华 万年场 ] 槐树店一路300号,在售,15000,元/㎡
宾利豪斯,[ 高新 大源 ] 天府二街269号,在售,24000,元/㎡起
华宇旭辉锦绣广场,[ 成华 龙潭寺 ] 西路,在售,11500,元/㎡
花样年家天下幸福空间,[ 双流 华阳 ] 天府五街与江安河交汇处,在售,13000,元/㎡
中粮天府宸悦,[ 高新 大源 ] 益州大道和天府三街交汇口,在售,18500,元/㎡
世茂茂立方More³,[ 成华 万年场 ] 和顺西一路9号,在售,9000,元/㎡起
富力桃园金街,[ 新都 蓉都大道 ] 兴城大道777号,待售,11002,元/m²
弘创名座,[ 成华 东客站 ] 成华区白龙江路（东客站旁）,在售,17500,元/㎡
花样年龙年国际中心,[ 郫都 郫县 ] 郫筒镇郫花路299号,在售,12000,元/㎡
迎宾大道8号院街,[ 金牛 国宾 ] 迎宾大道8号（金牛宾馆旁）,在售,10000,元/㎡
新希望D10天府公馆,[ 锦江 东大街 ] 地铁2号线牛王庙站B出口旁（国土局锦江...,在售,35000,元/㎡
Class9玖霄,[ 金牛 梁家巷 ] 一环内马鞍东路与红星路交汇处,在售,22000,元/㎡
万科金域缇香商铺,[ 新都 三河场 ] 绕城大道与蓉都大道交叉口以东,在售,15000,元/㎡起
长德新世贸农副产品物流批发中心,[ 新都 新繁 ] 成都市新都区新繁镇新繁大道198号,在售,3900,元/㎡
时光荟,[ 成华 建设路 ] 建设北路三段378号,在售,13000,元/㎡
国宾总部基地,[ 金牛 国宾 ] 金科东路50号,在售,8000,元/㎡
华宇广场商铺,[ 锦江 其他 ] 上沙河铺街569号,在售,25000,元/㎡起
北大资源颐和雅郡商铺,[ 新津 新津 ] 兴园5路中段,在售,20000,元/㎡起
高登瑞华天地,[ 天府新区 华阳 ] 剑南大道与华府大道交汇处,在售,13000,元/㎡起
高投阳光地带,[ 高新西区 高新西区 ] 高新西区天润路199号,在售,6000,元/㎡起
中环壹号,[ 成华 塔子山 ] 迎晖路99号（地铁7号线迎晖路站C口）,在售,15500,元/㎡起
龙之梦鹏瑞利新城,[ 成华 东客站 ] 邛崃山路中段（东客站东广场斜对面）,待售,13000,元/㎡
万科天荟,[ 成华 建设路 ] 杉板桥路（东郊记忆旁）,待售,15000,元/㎡
星悦时光,[ 郫都 犀浦 ] 成灌路与金粮路交汇处,待售,18136,元/m²
乐视界广场商办,[ 郫都 犀浦 ] 泰山北街1号,在售,9000,元/㎡起
龙湖梵城商铺,[ 成华 建设路 ] 成华区新成华大道与建工路交叉口东20米,在售,20000,元/㎡起
锦丰首席,[ 龙泉驿 阳光城 ] 同安镇阳光大道99号,在售,8300,元/㎡
洲际健康城,[ 温江 金马镇 ] 海峡两岸科技园科兴路西段199号,在售,6500,元/㎡
Cosmo天廊T66,[ 锦江 东大街 ] 东大路上沙河铺街66号地铁2号线塔子山...,在售,22000,元/㎡
新街里金街,[ 高新 神仙树 ] 万象北路222号,在售,15000,元/㎡起
泛悦城市广场商办,[ 成华 昭觉寺 ] 成华区2.5环内3号线地铁昭觉寺南路站,待售,16149,元/m²
首创花与城乐街,[ 成华 驷马桥 ] 地铁3号线（动物园站）海滨公园旁,在售,50000,元/㎡
京蓉时代,[ 金牛 梁家巷 ] 二环北路三段108号,待售,18000,元/m²
誉峰M5,[ 高新 天府大道 ] 交子大道300号,在售,36000,元/㎡起
华润置地中环天地,价格,在售,15000,元/㎡起
长坤时代悦城商铺,[ 郫都 郫县 ] 中心大道3段,在售,22000,元/㎡
新景璟街里,[ 高新 中和 ] 中柏大道88号,在售,20000,元/㎡起
中铁诺德壹号金街,[ 天府新区 麓山 ] 兴隆湖湖畔路南段,在售,16000,元/㎡起
