house_name,house_location,house_status,house_price,price_unit
润景朗琴湾,[ 沈河 沈河 ] 东大营街31号（炮校的南门271终点站）,待售,12000,元/㎡
雅颂大苑,[ 沈河 沈河 ] 文化路70号,在售,28000,元/㎡
沈阳中体奥林匹克花园花园一号,[ 沈北新区 沈北新区 ] 人和街,在售,8500,元/㎡
伯爵源筑,[ 浑南区 21世纪广场 ] 新优街5号,在售,12000,元/㎡起
麗山国际小镇,[ 苏家屯 苏家屯 ] 白清寨路490号,在售,8000,元/㎡
美好愿景,[ 铁西 铁西 ] 北四西路8号,在售,9800,元/㎡
吉宝季景沁园,[ 沈北新区 道义 ] 蒲新路26号,在售,5600,元/㎡
万科翡翠别墅,[ 浑南区 浑南区 ] 世博东街59号,在售,13000,元/㎡
中冶上和郡,[ 和平 长白 ] 胜利大街与仙岛南路交汇处,在售,11000,元/㎡
圣诺园,"[ 铁西 经济技术开发区 ] 中央大街,近十三号路",在售,7500,元/㎡
艾格尔e学府,[ 和平 和平 ] 胜利南街,在售,8500,元/㎡起
万科圣丰翡翠之光,[ 铁西 保工北 ] 保工北街,在售,18800,元/㎡
龙湖原府,[ 沈北新区 沈北新区 ] 蒲丰路49号,在售,120,万元/套起
中冶上和湾,[ 和平 和平 ] 和平区胜利南街与长白北路交汇处西行4...,在售,12000,元/㎡
北宇红枫庭院,[ 沈北新区 虎石台 ] 虎石台南大街22号,在售,4700,元/㎡
青建明清册,[ 苏家屯 白清寨 ] 桃花源路10号,在售,8000,元/㎡
乾景花园,[ 于洪 于洪 ] 千山西路26号,在售,8000,元/㎡
特变水木融城,[ 铁西 经济技术开发区 ] 开发二十二号路16号,在售,6000,元/㎡
温莎庄园,[ 沈北新区 沈北新区 ] 沈北路196号（新城大道与人和街交汇处...,在售,3980,元/㎡
绿地海域香庭,[ 浑南区 浑南区 ] 智慧大街,在售,8500,元/㎡
瑞士风情小镇三期铂邸,[ 于洪 于洪新城 ] 仙女河北路2号,在售,9400,元/㎡
满融公馆,[ 和平 满融 ] 迎春北街86号,在售,7300,元/㎡
美地庄园,[ 浑南区 浑南区 ] 桃仙大街98号,在售,8000,元/㎡
新世界名汇,[ 和平 太原街 ] 南京南街,在售,15000,元/㎡
中南熙悦,[ 铁西 经济技术开发区 ] 中央大街55号（沈阳工业大学对面）,在售,7500,元/㎡
其仕盛和祥,[ 浑南区 东湖 ] 浑南中路60号,在售,8700,元/㎡起
