house_title,house_mode,house_area,house_level,house_year,house_address,house_totalprice,house_unitprice
高新区清水的套三 实得120平 房东诚心出售 随时可以看,3室2厅,83m²,中层(共32层),2016年建造,"香月湖  
                    高新区-大源-益州大道699号",186万,22225元/m²
全新精装套三，三楼朝南，采光好，智能环保，拎包入住,3室2厅,99m²,共5层,2010年建造,"中平苑三期  
                    郫都-古城-蜀源南路689号",53万,5352元/m²
捡漏! !佳年华刚需楼盘 清水套三 近地铁 近学校,3室2厅,89m²,低层(共33层),2013年建造,"佳年华新生活  
                    温江-光华新城-江安路518号",92万,10337元/m²
满2年无增 值 税 天府逸家标准三房家具家电全送还带8万车位,3室2厅,86m²,高层(共42层),2017年建造,"天府逸家  
                    龙泉驿-大面-金槐街158号",138万,15904元/m²
精装套三带露台，对中庭，拎包入住，品质小区近地铁，随时看房,3室2厅,97m²,低层(共11层),2010年建造,"大华水映岛  
                    温江-光华新城-清泉北街281号",135万,13842元/m²
地 铁口 准现房公寓 水电气三通 不限 购 首付五成 新房,3室2厅,87m²,中层(共30层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",59.5万,6839元/m²
新降价5万！低首付套三双卫！读实验小学户型方正产证齐全有钥匙,3室2厅,96m²,低层(共26层),2015年建造,"誉府仕家  
                    青白江-青白江-凤凰大道三段8号",69万,7188元/m²
2.5环 月光诚品 双阳台 精装修 标准套三,3室2厅,90m²,中层(共12层),2011年建造,"月光诚品  
                    武侯-红牌楼-武侯大道双楠段100号",168万,18568元/m²
精装现房 5.7米loft 水电气三通 地铁家门口 家乐福旁,3室2厅,88m²,高层(共17层),2016年建造,"金地天府城  
                    高新区-南延线-海洋路109号",158万,17955元/m²
满两年精装套三，从未入住，首付30万即可拥有它，速度捡漏咯,3室2厅,90m²,中层(共32层),2015年建造,"恒大城  
                    温江-温江城区-凤溪大道南段555号",120万,13302元/m²
天府新区大学里兴隆湖70年住宅新盘发售,3室2厅,88m²,低层(共31层),2019年建造,"天府大学里  
                    成都周边-仁寿-花海大道一段10号",86万,9773元/m²
世茂清水套三 满2年无税 想怎么装就怎么装 视野好的很,3室2厅,89m²,高层(共33层),2017年建造,"世茂城二期  
                    龙泉驿-大面-天鹅西湖南路33号",125万,14045元/m²
翡翠城河边豪宅 通透户型 坐北朝南 精装修 中心位置,3室2厅,89m²,中层(共32层),2011年建造,"华润翡翠城5期  
                    锦江-东湖公园-华润路36号",279万,31324元/m²
家乐福北城映像 精装套三双卫三阳台 带家具家电 全新装修,3室2厅,113m²,低层(共33层),2014年建造,"英祥北城映像  
                    青白江-青白江-凤凰西六路55号",96万,8473元/m²
天府新区 不需要资格 买住房 均价1万左右 发展空间大,3室2厅,92m²,中层(共18层),2018年建造,"天府之南  
                    成都周边-仁寿-花海大道,近兰磨线",92万,10000元/m²
（房源真实）居家套三，厨卫全明，厅带阳台，地铁小区，正读人北,3室2厅,89m²,中层(共33层),2010年建造,"金牛万达广场d组团  
                    金牛-金牛万达-肖家村二巷88号",179万,19933元/m²
香榭河畔 地铁口横厅设计小套三 想要80多万买套三的看过来,3室2厅,77m²,高层(共33层),2012年建造,"香城河畔  
                    新都-新都老城-宝光大道南段2198号",86万,11169元/m²
（3.13新上）沙河畔望江锦园 南向中庭 满两年省税 中楼层,3室2厅,92m²,低层(共33层),2015年建造,"望江锦园  
                    锦江-川师-马家沟188号",159万,17210元/m²
恒创蜀都公馆 精装套二 满2年 户型方正 视野好 采光好,2室2厅,86m²,中层(共24层),2012年建造,"恒创蜀都广场  
                    郫都-郫筒-东大街699号",86万,10000元/m²
万达对面 豪装大套二 新双城地铁小区 随时可看房 朝东,2室2厅,85m²,高层(共12层),2015年建造,"新双城  
                    双流-东升-楠园街306号",95万,11176元/m²
天元山庄 二楼 精装套三 拎包入住 房东诚心出售，接受贷款，,3室2厅,104m²,低层(共6层),2007年建造,"天元山庄  
                    新都-新都老城-宝光大道南段383号",95万,9135元/m²
三圣乡86平精装套三 中间楼层 对中庭 随时可看 拎包入住,3室1厅,86m²,低层(共34层),2009年建造,"锦江城市花园一期  
                    锦江-三圣乡-喜树街780号",143万,16465元/m²
中粮鸿云 精装带暖气 客厅卧室全落地窗 没有住过人 随时看房,3室2厅,88m²,高层(共40层),2014年建造,"中粮鸿云  
                    锦江-攀成钢-汇源北路333号",275万,31250元/m²
（推荐）套二改套三 有装修 客厅有阳台 不临街,3室2厅,95m²,低层(共11层),2009年建造,"双楠映象  
                    武侯-红牌楼-武侯大道双楠段128号",132万,13783元/m²
绿地468 临近地铁口环境优美  采光好走过路过不要错过！,3室2厅,88m²,低层(共25层),2015年建造,"绿地468公馆三期  
                    锦江-三圣乡-芙蓉西路707号",185万,21023元/m²
出门地铁 精装套三 拎包入住 交通便捷 总价低 户型方正,3室2厅,84m²,中层(共17层),2013年建造,"丰和日丽  
                    新都-大丰-花都大道783号",90万,10714元/m²
爱尚里全款房，带花园100平，楼间距很大，采光好,3室2厅,92m²,低层(共33层),2010年建造,"保利爱尚里  
                    新都-大丰-北星大道一段",120万,12977元/m²
地铁口毛坯跃层，赠送30平。可改套四，仅此一套,3室2厅,93m²,低层(共39层),2014年建造,"宏达世纪锦城  
                    天府新区-麓山-海昌路68号",150万,15997元/m²
精装修带地暖 中粮品质满二  二十多万装修 业主诚心卖,3室2厅,84m²,低层(共33层),2015年建造,"中粮锦云  
                    成华-崔家店-崔家店横二街42号",210万,24715元/m²
盛世天彭精装套三！带车位一起出售！,3室2厅,98m²,高层(共18层),2015年建造,"盛世天彭  
                    彭州-彭州-金彭东路121号",115万,11693元/m²
精装套三 可带产权车位一并出售,3室2厅,86m²,中层(共26层),2013年建造,"天府欧城  
                    青白江-青白江-凤凰西七路31号",79万,9094元/m²
首付20万买创智公园旁地铁口物业套二价格买套三户型方正采光好,3室2厅,83m²,低层(共32层),2014年建造,"绿地国际花都三期  
                    郫都-郫筒-创智南一路39号",85万,10240元/m²
（房东包全部税费）首付24万起，买时代睿城套三,3室2厅,81m²,中层(共28层),2015年建造,"时代睿城  
                    郫都-红光-尚华路108号",86万,10617元/m²
满两年精装套三，从未入住，首付30万即可拥有它，速度捡漏咯,3室2厅,90m²,中层(共32层),2015年建造,"恒大城  
                    温江-温江城区-凤溪大道南段555号",120万,13302元/m²
新出对小区中庭的房子 采光好 实验小学学 区,3室2厅,93m²,低层(共33层),2013年建造,"誉府仕家  
                    青白江-青白江-凤凰大道三段8号",73万,7849元/m²
房东直降10万！北斗城清水套三！采光很好！正常按揭！诚心出售,3室2厅,99m²,高层(共28层),2012年建造,"北斗七星城  
                    金牛-天回-天龙大道1333号",103万,10404元/m²
地铁口500米精装套三单卫拎包入住中间楼层采光好看房有钥匙,3室2厅,85m²,高层(共30层),2015年建造,"爵领欧城  
                    新都-五龙山-江陵路335号",95万,11089元/m²
万盛地铁站 地铁首座 精装套三双卫 海科名城对面 对中庭,3室2厅,88m²,高层(共33层),2014年建造,"地铁首座  
                    温江-温江大学城-学府路南段133号",106万,11950元/m²
实得面积可以做套三，公摊面积低至2个平方，！,3室2厅,86m²,中层(共18层),2019年建造,"新力翡翠湾  
                    青白江-青白江-红阳路500号",58万,6697元/m²
西河地铁 雄飞生活广场 水电气三通 不要资格 单价7000元,2室2厅,60m²,中层(共31层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",42万,7000元/m²
奥维尔二期套三双卫带100平平台 95万包增 值税 毛坯急售,3室2厅,87m²,低层(共30层),2015年建造,"中铁奥维尔二期  
                    郫都-郫筒-菠萝上街169号",95万,10875元/m²
凤溪地铁口 精装套二 开间超大 对中庭 安静 安静,2室2厅,82m²,中层(共33层),2016年建造,"积家御景  
                    温江-温江城区-柳林路266号",90万,10976元/m²
直接认购，首付三层，支持外地公积金，精装大器的套二无其他费用,2室2厅,81m²,高层(共13层),2018年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",63万,7778元/m²
30万豪华欧式装修。中间楼层，地铁500米之内，产权满两年,3室2厅,89m²,中层(共32层),2015年建造,"优品尚东三期  
                    成华-东客站-槐柳一路88号",175万,19466元/m²
一环内红星桥地铁口，开发商精装急售有钥匙。,3室2厅,88m²,中层(共41层),2017年建造,"恒大曹家巷广场东区  
                    金牛-解放路-马鞍东路3号",167万,18817元/m²
北大附中 保利影城 天鹅湖小学 世茂大盘 巴适套三,3室2厅,81m²,低层(共34层),2015年建造,"世茂城四期西区  
                    龙泉驿-大面-金茶路，天鹅西湖南路",108万,13333元/m²
急售 保利大都汇旁 中装套三双卫 对中庭朝南 随时看房,3室2厅,87m²,高层(共18层),2014年建造,"鲜花大院  
                    新都-大丰-南丰大道东二巷18号",90万,10274元/m²
保养9成新 满五唯一 低首付买小学旁边的地铁 房 带家具家电,3室2厅,86m²,高层(共33层),2013年建造,"万景峰东区  
                    郫都-红光-西区大道1668号",110万,12658元/m²
新都Z好小区 清水套三双卫 赠送超大 双证满二无高额税费,3室2厅,98m²,中层(共18层),2012年建造,"东骏湖景湾  
                    新都-新都新城-马超东路555号",120万,12220元/m²
不限 购 直读龙江路小学 成都知名中学金苹果幼儿园 学位房,3室2厅,107m²,低层(共6层),2018年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",90万,8411元/m²
注意！！交通便利  周边配套齐全  精装的大套二， 随时看房,2室2厅,85m²,低层(共32层),2012年建造,"中新公园大道  
                    温江-光华新城-清泉北街66号",94.5万,11118元/m²
地铁口 优品道精装小套三 家电家具全送 业主急售,3室2厅,75m²,中层(共32层),2017年建造,"城北优品道  
                    新都-大丰-诚信路338号",90万,12000元/m²
周转急用钱，好房特卖三天，决不食言！,3室2厅,83m²,高层(共33层),2017年建造,"金恒德时代金悦  
                    温江-温江城区-政通东路369号",85万,10204元/m²
家乐福对面 楼下双地铁线 富邑华庭 精装3房 中庭客厅带阳台,3室2厅,89m²,中层(共18层),2008年建造,"富邑华庭  
                    武侯-机投镇-草金南路24号",111.9万,12573元/m²
犀浦双地铁口 临湖精装70年住宅 直接认购,3室2厅,95m²,低层(共30层),2018年建造,"傲城  
                    郫都-犀浦-校园路东段111号",125万,13158元/m²
恒大御景半岛 精装小套三 刚需的不二之选,3室2厅,88m²,高层(共32层),2016年建造,"恒大御景半岛  
                    金堂-金堂-金凤路555号",66.5万,7557元/m²
奥维尔居家套三  86包 税诚心出售  有钥匙  随时看,3室2厅,88m²,中层(共32层),2012年建造,"中铁奥维尔二期  
                    郫都-郫筒-菠萝上街169号",86万,9711元/m²
大面绕城路口旁保利央企品质小区清水大套三房子户型好楼层中间,3室2厅,91m²,高层(共32层),2015年建造,"保利紫薇花语  
                    龙泉驿-经开区-车城西三路666号",119万,12938元/m²
天府五街 新盘 住宅 公寓  单价9000 真的不好找,3室2厅,98m²,中层(共29层),2017年建造,"花样年家天下  
                    双流-华府-九龙湖九组2000号",97万,9898元/m²
捡漏厅带阳台 金科东方雅郡套三双卫 底楼层户型方正端头视野好,3室2厅,92m²,低层(共32层),2017年建造,"金科东方雅郡  
                    龙泉驿-经开区-南二路2800号",106万,11479元/m²
翡翠城四期 89平米 精装三室 南北通透 居家必备 有钥匙,3室2厅,88m²,高层(共30层),2009年建造,"华润翡翠城4期  
                    锦江-东湖公园-华润路158号",218万,24630元/m²
击破底价，单价7500不限购，套三双卫，类住宅，水电气三通,3室2厅,115m²,高层(共22层),2018年建造,"宗申赛纳维  
                    双流-东升-龙桥路6号",93万,8087元/m²
万达小高层精装带墙暖 南北通透采光好 不限购不摇号 首付三成,3室2厅,107m²,高层(共12层),2017年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",92万,8598元/m²
润扬观澜鹭岛全新装修未入住 带中央空调 客厅带阳台,3室2厅,86m²,低层(共31层),2015年建造,"润扬观澜鹭岛  
                    新都-新都新城-新都绕城大道,近育英路",105万,12209元/m²
标准中庭套三，安静，中间楼层，拎包入住,3室2厅,91m²,中层(共15层),2009年建造,"武海中华锦绣  
                    武侯-新双楠-武青东四路9号",138万,15165元/m²
特殊户型套三 你想不到的好 欢迎实地考察,3室2厅,99m²,低层(共33层),2017年建造,"中德英伦城邦K区  
                    高新区-南延线-新程大道119号",270万,27008元/m²
地铁口公园旁，精装大套二9成新，中间楼层采光好，视野开阔,3室2厅,73m²,中层(共32层),2012年建造,"绿地国际花都三期  
                    郫都-郫筒-创智南一路39号",81万,11096元/m²
创智公园旁 中信未来城南区 飞机户型 简装套三双卫,3室2厅,91m²,高层(共33层),2016年建造,"中信未来城南区  
                    郫都-郫筒-文信路199号",100万,10929元/m²
沙河旁 沙河壹号 清水套三 客厅带大阳台 对中庭安静优雅,3室2厅,84m²,低层(共32层),2014年建造,"沙河壹号二期  
                    锦江-川师-静沙南路29号",152万,18095元/m²
郫县中信性 价比高的套三双卫 居家装修 飞机户型无浪费,3室2厅,91m²,高层(共33层),2012年建造,"中信未来城南区  
                    郫都-郫筒-文信路199号",98万,10769元/m²
成都万达文旅城 特价精装房出来了 单价8000左右电梯洋房！,3室1厅,108m²,低层(共13层),2019年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",89万,8241元/m²
楼 王位置，对中庭安静无噪音，视野开阔采光好，诚心出售,3室2厅,90m²,高层(共34层),2013年建造,"万卷山  
                    龙泉驿-大面-青台山路99号",117万,12932元/m²
特价房 清水三房 送车位 黄晶楼层 东南朝向 视野采光无敌,3室2厅,91m²,中层(共34层),2015年建造,"金科东方雅郡  
                    龙泉驿-经开区-南二路2800号",110万,11997元/m²
（优选）蓝光金楠府精装套三 保养好 拎包入住 送家具家电,3室2厅,83m²,低层(共16层),2013年建造,"蓝光金楠府  
                    武侯-外双楠-武晋路458号",146万,17506元/m²
棠湖实验校旁，清水套三双卫，中间楼层，带大阳台,3室2厅,95m²,高层(共14层),2015年建造,"佳兆业8号  
                    双流-东升-城北上街253号",130万,13684元/m²
单价1.2万 采光好 户型方正 对中庭 随时可看房 欢迎来电,3室2厅,77m²,低层(共34层),2014年建造,"金科东方雅郡  
                    龙泉驿-经开区-南二路2800号",90万,11688元/m²
急售天府豪庭 精装3房实拍图片仅售196w   您还在犹豫吗,3室2厅,97m²,高层(共39层),2011年建造,"世豪广场天府豪庭  
                    高新区-大源-荣华南路398号",192万,19634元/m²
（急）东山国际h 环境优美 品质小区 就读东山小学 小套三,2室2厅,81m²,中层(共30层),2015年建造,"东山国际新城H区  
                    龙泉驿-龙泉驿-爱琴路88号",86.8万,10641元/m²
智能住宅免，不摇号，套三精装修，天府五街，首付三成,3室2厅,90m²,中层(共30层),2017年建造,"花样年家天下  
                    双流-华府-九龙湖九组2000号",143万,15889元/m²
圣菲TOWN城 精装套三 南北通透 中间楼层,3室2厅,88m²,高层(共23层),2009年建造,"圣菲TOWN城  
                    双流-航空港-黄河中路二段36号",125万,14050元/m²
新都地铁口 拎包入住 精装套三 赠送大面积 客厅带大阳台,3室2厅,95m²,低层(共18层),2012年建造,"邑品天都  
                    新都-新都新城-万和北路1号",115万,12003元/m²
地铁口 品质大盘 中间楼层 清水套三 房东诚心出售,3室2厅,99m²,低层(共33层),2016年建造,"洲际亚洲湾A区  
                    温江-光华新城-江浦路288号",122万,12323元/m²
新上 精装套三双卫 客厅带阳台户型方正 全亮间墨池书院有学位,3室2厅,93m²,中层(共31层),2015年建造,"建发中央鹭洲  
                    高新区-大源-南华路188号",240万,25556元/m²
棠小 助您娃娃赢在起跑线之前,3室2厅,97m²,中层(共17层),2016年建造,"金座威尼谷  
                    双流-东升-正通路566号",122万,12577元/m²
中海国际社区 旁 远洋郎郡 标准3房 超低单价 诚心出售,3室2厅,89m²,高层(共17层),2012年建造,"远洋朗郡  
                    金牛-国宾-两河西三路129号",133万,14944元/m²
万达旁精装大套二 产权83平实得93平 拎包入住 新春好房！,2室2厅,83m²,中层(共33层),2014年建造,"置信逸都D区  
                    郫都-郫筒-凉水井东路98号",83万,10000元/m²
金座精装带地暖套三 读棠小 房东急售！ 采光好 对中庭！！,3室2厅,95m²,高层(共20层),2014年建造,"金座威尼谷  
                    双流-东升-正通路566号",125万,13139元/m²
地铁13号线旁 温馨居家套三 价可谈！ 直接拎包即住 诚心售,3室2厅,88m²,高层(共39层),2016年建造,"金茂悦龙山  
                    龙泉驿-经开区-车城西五路99号",120万,13552元/m²
精装套三双卫，首付30万，诚心出售，拎包入住,3室2厅,83m²,中层(共17层),2015年建造,"蓝润华府春天  
                    双流-航空港-光电大道289号",95万,11422元/m²
山水四季城（精装修拎包入住 房东甩卖 给钱就卖）。,2室2厅,82m²,中层(共33层),2016年建造,"山水四季城  
                    龙泉驿-龙泉驿-龙都北路666号",95万,11585元/m²
地铁口  小区中庭观景房 即买急赚 住家非常实用,3室2厅,77m²,高层(共30层),2012年建造,"香城河畔  
                    新都-新都老城-宝光大道南段2198号",86万,11103元/m²
怡心湖旁首付30万卖精装套二采光无遮拦拎包入住锦丽园对面,2室2厅,84m²,中层(共18层),2012年建造,"尚港领地  
                    双流-航空港-长城路2段333号",99万,11776元/m²
时已至 势已成  未来发展所致  简州新城  免费带看,3室2厅,105m²,中层(共17层),2020年建造,"滨湖城  
                    简阳-简阳市区-成简快速路",88万,8381元/m²
万达小高层精装带墙暖 南北通透采光好 *不摇号 首付三成,3室2厅,107m²,高层(共12层),2017年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",92万,8598元/m²
新神风八座 住家装修套三 家具家电齐全 有钥匙 永辉超市旁,3室2厅,99m²,高层(共33层),2010年建造,"新神风八座  
                    新都-新都老城-学院路西段487号",110万,11041元/m²
十一区，双流华府 精装套三，朝南对中庭,3室2厅,87m²,中层(共14层),2015年建造,"宏达世纪丽景  
                    双流-公兴-警校路二段659号",115万,13164元/m²
价格可谈！47号线双地铁，精装修带家具家电，对中庭品质楼盘,3室2厅,94m²,中层(共31层),2016年建造,"鲁能城  
                    成华-万年场-槐树店一路300号",229万,24362元/m²
3号线昭觉寺南路地铁口  精装标准套三  对中庭 随时可看房,3室2厅,96m²,高层(共20层),2007年建造,"东立国际广场  
                    成华-驷马桥-羊子山路68号",135万,14063元/m²
带120平米大平台 房东包税！采光佳 户型方正,3室2厅,71m²,低层(共33层),2015年建造,"蓝润光华春天  
                    温江-光华新城-鸡鸣路588号",90万,12676元/m²
外双楠中装套三，房型方正，格局合理，诚心出售,3室2厅,89m²,中层(共15层),2010年建造,"中华名园二期  
                    武侯-外双楠-顺和街89号",145万,16292元/m²
看山房来了   东山国际旁   精装套三   钥匙在手来就走,3室2厅,92m²,低层(共18层),2012年建造,"东山河畔  
                    龙泉驿-龙泉驿-燃灯寺南路106号",108万,11614元/m²
（首付43.5万）清水套三，性价比超高，对中庭，看房子方便!,3室2厅,88m²,低层(共33层),2016年建造,"天悦城  
                    金牛-五块石-泉水西路50号",145万,16334元/m²
降价20w！使用115平南北通透 中间楼层 带学位 业主诚心,3室2厅,89m²,中层(共32层),2014年建造,"保利心语香雪  
                    高新区-大源-荣华南路366号",220万,24719元/m²
南天府广场旁，正看月牙湖公园，地段巴适，未来可期！,3室2厅,88m²,中层(共30层),2016年建造,"香月湖  
                    高新区-大源-益州大道699号",188万,21269元/m²
攀成钢 横厅通透大气 套三双卫 中间楼层 读盐道街小学,3室2厅,88m²,低层(共40层),2015年建造,"中粮鸿云  
                    锦江-攀成钢-汇源北路333号",245万,27841元/m²
温江新城区 高品质小区 精装全带 房东诚心出售,2室2厅,82m²,中层(共32层),2017年建造,"恒大新城  
                    温江-温江城区-凤翔大道1001号",90万,10856元/m²
犀浦凯德交大商圈 首付3成送车位精装刚需刚改房 11号后调价,3室2厅,95m²,中层(共30层),2019年建造,"乐视界广场  
                    郫都-犀浦-泰山北街1号",114万,12000元/m²
（房源真实）居家套二，单价1.1万，可安电梯，厅带阳台，安静,2室2厅,90m²,高层(共7层),1998年建造,"中房平景苑住宅西区  
                    成华-府青路-泰兴路35号",99万,10927元/m²
带家私拎包入住 中间层超大阳台对中庭 整洁明亮基装好,3室2厅,86m²,中层(共18层),2009年建造,"富丽花城  
                    成华-动物园-荆翠中路88号",132万,15176元/m²
大丰 地铁口红湖公园城套三诚心出售 对中庭 首付三层,3室2厅,87m²,高层(共26层),2010年建造,"红湖公园城  
                    新都-大丰-蓉北路三段9号",94万,10786元/m²
开发商精装大三房 楼枉中庭正南向 华润二十四城四期凌云府,3室2厅,89m²,高层(共32层),2013年建造,"华润凌云府  
                    成华-万年场-双成三路16号",205万,23034元/m²
高新区中和精装标准大套三 可读中和名校 住家装修 安静宜居,3室2厅,99m²,高层(共6层),2008年建造,"金桂花园银桂园  
                    高新区-中和-朝阳路343号",130万,13131元/m²
诚售！（欧式风精装大套二满 二税少！）房东自住换房 干净整洁,2室2厅,87m²,中层(共28层),2012年建造,"瀚城国际一期  
                    青白江-青白江-凤凰西六路28号",83万,9540元/m²
光华大道 凤凰站地铁口  X区房  南北通透  满两年,3室2厅,84m²,高层(共33层),2012年建造,"合能珍宝琥珀  
                    温江-光华新城-凤凰南大街174号",100万,11905元/m²
满5年 精装全带 地铁口 套二价格惊人,2室2厅,85m²,低层(共30层),2012年建造,"中新公园大道  
                    温江-光华新城-清泉北街66号",94.5万,11118元/m²
天府新区南湖板块 清水套三双卫 南北通透 对中庭 户型正,3室2厅,85m²,高层(共31层),2013年建造,"鑫苑鑫都汇南区  
                    天府新区-南湖-祥鹤一街48号",145万,17059元/m²
（真实在售）建设路 标准套二 带花园 可改造 随时看房,3室2厅,89m²,低层(共27层),2008年建造,"浅水半岛A区  
                    成华-八里庄-欣然一街6号",145万,16292元/m²
保利旁 芙蓉田园 清水套三 带车位满两年 有钥匙看房方便,3室2厅,98m²,高层(共24层),2015年建造,"芙蓉田园  
                    温江-芙蓉古城-康安路366号",95万,9615元/m²
（Z新价格）满两年！115万带70平米大平台花园，首付30万,3室2厅,87m²,低层(共41层),2016年建造,"天府逸家  
                    龙泉驿-大面-金槐街158号",115万,13218元/m²
急售！！大源精装套三，中间楼层，采光充裕，看房随时可以联系。,3室2厅,91m²,低层(共29层),2014年建造,"ICON尚郡  
                    高新区-大源-盛邦街899号",200万,21978元/m²
崔家店7号地铁口91平套三双卫设计，产权清晰 随时看房！,3室2厅,99m²,低层(共33层),2015年建造,"成华奥园广场  
                    成华-崔家店-崔家店路418号",158万,15879元/m²
价格可谈！有钥匙！读树德！通透套三 对中庭 环境好 诚心出售,3室2厅,87m²,中层(共27层),2014年建造,"蓝光锦绣城五期  
                    成华-成渝立交-和美东路177号",150万,17222元/m²
东站首创百朗峰 套三 业主诚心出售 看房方便 正读树德,3室2厅,85m²,中层(共39层),2014年建造,"首创国际城二期  
                    成华-成渝立交-和美西路8号",158万,18588元/m²
仁美大源印象新出！地 铁学 校！套三，多套备选,3室1厅,87m²,中层(共30层),2000年建造,"仁美大源印象  
                    高新区-大源-荣华南路222号",165万,18761元/m²
御廷上郡，住家精装大套三急卖，朝中庭，拎包入住，满五唯一,3室2厅,99m²,高层(共33层),2012年建造,"御廷上郡  
                    高新区-中和-中和大道三段189号",179万,18013元/m²
*首付17万起地铁4号线西河站150米 水电气三通,1室1厅,47m²,中层(共30层),2019年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",34万,7234元/m²
近有轨电车 * 靠赵公山精装套三一卫电梯送暖气 首付三,3室2厅,97m²,低层(共13层),2018年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",82万,8454元/m²
新都老城区 天元山庄 居家精装套三 接受贷款 拎包入住！,3室2厅,104m²,低层(共6层),2007年建造,"天元山庄  
                    新都-新都老城-宝光大道南段383号",92万,8846元/m²
蜀汉路一品天下地铁300米 电梯高层套三 总价低 业主急售哦,3室2厅,91m²,高层(共30层),2008年建造,"状元府邸  
                    金牛-黄忠小区-羊西线同兴路1号",128万,13952元/m²
城北新都 恒大精装住宅 快速公交均价8500无需摇号可按揭,3室2厅,105m²,中层(共28层),2017年建造,"恒大御府  
                    新都-新都老城-运力路197号",89万,8476元/m²
兴元丽园B区 电梯标准套三 清水房 不临街,3室1厅,82m²,高层(共11层),2004年建造,"兴元丽园B区  
                    武侯-外双楠-顺和街2号",100万,12050元/m²
急售单价7000买万达高铁300米置信物业拎包入住性价比超高,3室2厅,87m²,高层(共28层),2014年建造,"置信逸都D区  
                    郫都-郫筒-凉水井东路98号",68万,7816元/m²
（新上）万家湾，青羊万达旁，精装电梯套三，元益花园。拎包入住,3室2厅,93m²,高层(共18层),2012年建造,"元益花园  
                    青羊-万家湾-光华大道一段866号",150万,16026元/m²
新津紧靠湿地公园近地铁口超佩琪精装套三。拎包入住,3室2厅,91m²,中层(共14层),2014年建造,"水城嘉瑞  
                    新津-新津-祥瑞街39号",104万,11359元/m²
地铁口清水电梯套三，首付30万，中间楼层，石油大学对面，,3室2厅,91m²,低层(共18层),2012年建造,"旺府豪庭  
                    新都-新都新城-万和北路99号",98万,10769元/m²
中海品质，地铁kou，套三单卫，同户型醉低，房东诚心出售,3室2厅,84m²,低层(共32层),2014年建造,"中信城右岸  
                    双流-华府-剑南大道,近河滨路",128万,15105元/m²
景茂品质小区 临河公园房 户型方正采光好 精装修随时看房,3室2厅,82m²,中层(共30层),2010年建造,"景茂雍水岸  
                    双流-航空港-西航港新街789号",107万,12910元/m²
268万 三室双卫 横厅设计 看中庭 看河 自住装修 翡翠城,3室2厅,88m²,高层(共32层),2011年建造,"华润翡翠城5期  
                    锦江-东湖公园-华润路36号",268万,30177元/m²
城区中心  精装全带  拎包入住   公摊小 套三,3室2厅,125m²,中层(共6层),2006年建造,"福兴花园  
                    郫都-郫筒-一里阳光街56号",94万,7516元/m²
龙泉大面 保利玫瑰花语 豪装套三 品质房源 诚心者随时看房,3室2厅,90m²,高层(共32层),2016年建造,"保利玫瑰花语  
                    龙泉驿-大面-龙城大道468号",148万,16444元/m²
两河三公园 图书馆旁香门第地铁口 清水套三双卫 采光无敌,3室2厅,80m²,高层(共33层),2014年建造,"龙光君悦华庭  
                    郫都-郫筒-和平南二街123号",79万,9875元/m²
果壳里套三双卫 使用面积大 有赠送 价格合理 对中庭保养好,3室2厅,89m²,低层(共32层),2014年建造,"中国铁建果壳里的城  
                    龙泉驿-龙泉驿-大连北路78号",128万,14382元/m²
武侯新城保利花园清水房 户型方正采光好满两年万达旁第铁房无税,3室2厅,99m²,高层(共16层),2011年建造,"保利花园一期  
                    武侯-簇桥-聚龙路1147号",220万,22222元/m²
郫县东门  超优 质精装套三   地铁口,3室2厅,88m²,高层(共32层),2015年建造,"五彩城  
                    郫都-郫筒-文信路518号",96万,10909元/m²
东辰外国语学校旁，诚心出售芙蓉田园套三，自带产权车位，满两年,3室2厅,98m²,低层(共26层),2013年建造,"芙蓉田园  
                    温江-芙蓉古城-康安路366号",93万,9490元/m²
大面满两年！省钱！精装修！省心！无纠纷！省力！,3室2厅,93m²,高层(共32层),2015年建造,"保利玫瑰花语  
                    龙泉驿-大面-龙城大道468号",136万,14624元/m²
天府新区南湖公园旁 带入户花园 户型方正 中庭位置 明厨明卫,3室2厅,98m²,高层(共32层),2014年建造,"南湖世纪  
                    天府新区-南湖-南湖北路121号",140万,14286元/m²
满两年无税抓紧机会错过等一年随时可看,3室2厅,97m²,低层(共32层),2017年建造,"东山国际新城H区  
                    龙泉驿-龙泉驿-爱琴路88号",119.8万,12312元/m²
正读谕亭小学，洋房顶跃，双花园，大平台，有钥匙看房方便,3室2厅,93m²,高层(共6层),2012年建造,"润扬双河鹭岛  
                    新都-新都新城-毗河东路99号",128万,13729元/m²
东骏湖景湾简装套三，户型方正 对中庭,3室2厅,99m²,低层(共18层),2010年建造,"东骏湖景湾  
                    新都-新都新城-马超东路555号",129万,13026元/m²
